user_id,subscription_plan,tenure_months,monthly_charges,total_charges,num_logins_30d,support_tickets,avg_session_min,features_used,payment_delays,referrals_made,churned,churn_probability,risk_tier,engagement_score,is_high_value,churn_risk_band,revenue_at_risk,at_risk_signal
USER002985,Basic,64,47.37,3031.68,6,6,74.8,6,1,6,1,0.1397,Low,26.44,0,Low,6.62,0
USER002986,Standard,21,61.29,1287.09,55,9,68.7,19,2,5,0,0.1136,Low,41.51,1,Low,6.96,0
USER002987,Basic,1,34.89,34.89,16,8,14.7,19,0,9,0,0.6519,High,14.11,0,High,22.74,0
USER002988,Basic,24,34.87,836.88,24,1,105.3,12,3,8,0,0.2458,Medium,42.89,0,Medium,8.57,0
USER002989,Basic,40,41.85,1674.0,56,1,104.5,16,0,0,0,0.1951,Low,52.25,0,Low,8.16,0
USER002990,Standard,25,77.81,1945.25,16,0,13.6,14,1,3,0,0.0829,Low,12.98,1,Low,6.45,0
USER002991,Standard,33,74.24,2449.92,43,6,103.9,14,3,2,1,0.1674,Low,47.47,1,Low,12.43,0
USER002992,Basic,6,38.56,231.36,49,0,31.1,6,3,2,0,0.016,Low,26.43,0,Low,0.62,0
USER002993,Standard,68,54.03,3674.04,54,9,17.7,3,2,9,1,0.0097,Low,23.11,0,Low,0.52,0
USER002994,Basic,12,35.29,423.48,12,6,53.8,11,1,8,0,0.2366,Medium,23.14,0,Medium,8.35,0
USER002995,Premium,11,122.3,1345.3,44,6,9.7,11,3,2,1,0.5622,High,18.91,0,High,68.76,0
USER002996,Basic,3,38.5,115.5,35,5,78.8,5,1,0,1,0.5566,High,35.64,0,High,21.43,0
USER002997,Premium,61,105.77,6451.97,57,4,23.5,9,1,5,0,0.4953,Medium,27.05,1,Medium,52.39,0
USER002998,Standard,38,74.94,2847.72,35,9,36.7,7,3,0,0,0.112,Low,23.01,1,Low,8.39,0
USER002999,Basic,57,29.71,1693.47,28,8,25.1,12,2,2,1,0.2739,Medium,18.73,0,Medium,8.14,0
USER003000,Standard,3,77.62,232.86,47,2,39.0,1,4,7,1,0.6762,High,27.5,0,High,52.49,0
USER003001,Basic,56,36.35,2035.6,2,8,78.6,7,4,8,0,0.2247,Medium,26.58,0,Medium,8.17,0
USER003002,Basic,14,46.57,651.98,54,1,87.1,12,3,8,0,0.1829,Low,46.43,0,Low,8.52,0
USER003003,Basic,21,36.51,766.71,23,2,31.6,2,2,4,0,0.2678,Medium,17.98,0,Medium,9.78,0
USER003004,Basic,50,39.04,1952.0,54,9,37.6,1,4,5,0,0.171,Low,28.28,0,Low,6.68,0
USER003005,Basic,12,31.21,374.52,4,6,115.4,16,1,7,0,0.0138,Low,40.12,0,Low,0.43,0
USER003006,Basic,52,40.33,2097.16,3,1,44.9,1,2,9,0,0.1292,Low,16.37,0,Low,5.21,0
USER003007,Standard,46,78.09,3592.14,41,4,22.7,19,3,5,0,0.0061,Low,24.01,1,Low,0.48,0
USER003008,Basic,11,48.44,532.84,38,3,96.0,18,3,0,0,0.0032,Low,44.5,0,Low,0.16,0
USER003009,Standard,7,55.2,386.4,45,9,43.0,4,3,5,1,0.2107,Medium,27.8,0,Medium,11.63,0
USER003010,Premium,14,124.62,1744.68,52,6,47.3,7,1,1,1,0.5152,High,31.69,1,High,64.2,0
USER003011,Basic,39,36.49,1423.11,18,6,4.6,8,3,8,0,0.1071,Low,9.58,0,Low,3.91,0
USER003012,Standard,13,66.53,864.89,25,1,70.1,7,4,6,1,0.0516,Low,31.43,1,Low,3.43,0
USER003013,Standard,67,62.24,4170.08,48,9,43.9,8,1,1,1,0.204,Medium,29.37,1,Medium,12.7,0
USER003014,Basic,62,46.35,2873.7,48,3,101.0,3,3,9,0,0.1548,Low,46.9,0,Low,7.17,0
USER003015,Standard,52,54.58,2838.16,14,8,34.0,1,0,8,0,0.0274,Low,15.6,0,Low,1.5,0
USER003016,Basic,7,47.87,335.09,10,1,44.5,10,0,9,0,0.2211,Medium,20.15,0,Medium,10.58,0
USER003017,Premium,42,83.57,3509.94,28,9,75.7,19,1,7,0,0.3887,Medium,35.71,1,Medium,32.48,0
USER003018,Basic,50,37.31,1865.5,40,2,112.1,13,0,3,0,0.1168,Low,49.33,0,Low,4.36,0
USER003019,Basic,59,40.14,2368.26,50,6,45.9,13,0,6,0,0.2087,Medium,32.37,0,Medium,8.38,0
USER003020,Standard,59,78.42,4626.78,2,9,39.2,17,0,0,0,0.0581,Low,15.86,1,Low,4.56,1
USER003021,Basic,71,30.71,2180.41,31,2,56.6,16,4,0,0,0.1078,Low,30.28,0,Low,3.31,0
USER003022,Standard,63,64.05,4035.15,38,5,73.4,16,3,5,0,0.2393,Medium,37.62,1,Medium,15.33,0
USER003023,Standard,70,50.9,3563.0,51,2,80.9,12,3,0,0,0.1951,Low,42.77,0,Low,9.93,0
USER003024,Standard,15,76.57,1148.55,59,4,69.9,3,4,9,0,0.2076,Medium,40.77,1,Medium,15.9,0
USER003025,Premium,40,86.55,3462.0,51,5,42.3,7,4,2,0,0.4765,Medium,30.09,1,Medium,41.24,0
USER003026,Premium,60,102.15,6129.0,12,6,47.9,2,1,0,0,0.3286,Medium,18.77,1,Medium,33.57,0
USER003027,Basic,52,38.92,2023.84,34,8,88.8,11,4,2,1,0.033,Low,39.44,0,Low,1.28,0
USER003028,Basic,70,29.23,2046.1,16,1,19.6,12,1,2,0,0.0016,Low,14.18,0,Low,0.05,0
USER003029,Basic,10,42.07,420.7,46,1,72.0,9,4,6,0,0.1478,Low,38.7,0,Low,6.22,0
USER003030,Premium,31,107.72,3339.32,15,8,112.7,3,3,1,0,0.3117,Medium,39.21,1,Medium,33.58,0
USER003031,Basic,39,48.38,1886.82,50,0,91.5,2,2,7,0,0.2571,Medium,44.55,0,Medium,12.44,0
USER003032,Standard,42,55.51,2331.42,48,7,81.4,7,1,6,0,0.2291,Medium,41.12,0,Medium,12.72,0
USER003033,Basic,23,46.64,1072.72,8,4,67.2,16,4,3,0,0.057,Low,26.66,0,Low,2.66,0
USER003034,Premium,10,113.08,1130.8,8,0,49.8,8,3,4,1,0.4135,Medium,20.34,0,Medium,46.76,0
USER003035,Standard,59,75.9,4478.1,13,4,13.4,11,1,8,0,0.1879,Low,11.52,1,Low,14.26,0
USER003036,Basic,29,46.01,1334.29,55,9,98.6,8,4,5,0,0.2645,Medium,48.28,0,Medium,12.17,0
USER003037,Standard,29,78.89,2287.81,0,3,44.0,9,3,7,0,0.2086,Medium,16.4,1,Medium,16.46,1
USER003038,Standard,39,76.38,2978.82,20,5,48.3,8,0,4,0,0.0884,Low,22.99,1,Low,6.75,0
USER003039,Standard,42,73.26,3076.92,28,1,5.2,3,0,8,0,0.1061,Low,12.26,1,Low,7.77,0
USER003040,Basic,48,39.02,1872.96,3,6,0.9,14,3,4,1,0.109,Low,4.77,0,Low,4.25,0
USER003041,Premium,44,125.52,5522.88,34,5,78.5,3,0,7,0,0.5112,High,35.55,1,High,64.17,0
USER003042,Standard,21,59.98,1259.58,37,0,68.4,16,2,5,0,0.2196,Medium,36.32,1,Medium,13.17,0
USER003043,Premium,26,92.07,2393.82,53,8,14.0,5,2,2,0,0.4508,Medium,21.5,1,Medium,41.51,0
USER003044,Basic,56,31.12,1742.72,11,2,60.1,18,0,4,0,0.1069,Low,26.13,0,Low,3.33,0
USER003045,Standard,6,70.31,421.86,27,0,58.1,6,0,4,0,0.11,Low,28.13,0,Low,7.73,0
USER003046,Basic,62,40.14,2488.68,32,9,92.3,1,2,5,0,0.1884,Low,38.09,0,Low,7.56,0
USER003047,Basic,25,39.74,993.5,59,1,93.7,5,0,0,0,0.0235,Low,47.71,0,Low,0.93,0
USER003048,Premium,69,111.47,7691.43,18,5,45.4,3,1,9,0,0.4065,Medium,21.02,1,Medium,45.31,0
USER003049,Standard,19,69.91,1328.29,56,2,3.6,6,2,3,1,0.1388,Low,20.18,1,Low,9.7,0
USER003050,Basic,13,32.43,421.59,1,3,70.9,16,2,4,0,0.2853,Medium,25.87,0,Medium,9.25,0
USER003051,Basic,11,43.57,479.27,19,9,50.9,4,1,8,0,0.0879,Low,22.67,0,Low,3.83,0
USER003052,Basic,57,44.48,2535.36,24,8,0.1,5,1,2,0,0.1418,Low,8.63,0,Low,6.31,0
USER003053,Basic,56,35.37,1980.72,23,7,6.6,12,3,5,0,0.1325,Low,12.08,0,Low,4.69,0
USER003054,Premium,30,94.2,2826.0,18,1,87.4,15,4,2,1,0.2905,Medium,35.72,1,Medium,27.37,0
USER003055,Standard,43,54.93,2361.99,59,5,70.2,17,1,9,0,0.0443,Low,43.56,0,Low,2.43,0
USER003056,Standard,1,71.17,71.17,51,9,56.5,8,1,7,0,0.6787,High,34.65,0,High,48.3,0
USER003057,Basic,12,33.6,403.2,34,1,72.2,6,3,6,1,0.1386,Low,34.56,0,Low,4.66,0
USER003058,Standard,14,53.98,755.72,22,9,76.8,14,1,3,0,0.0106,Low,32.84,0,Low,0.57,0
USER003059,Standard,53,70.15,3717.95,1,1,63.0,17,2,6,1,0.1883,Low,24.1,1,Low,13.21,1
USER003060,Standard,56,66.13,3703.28,9,2,25.2,18,1,1,0,0.1259,Low,14.76,1,Low,8.33,0
USER003061,Basic,8,40.16,321.28,22,5,40.6,16,2,7,0,0.2268,Medium,23.18,0,Medium,9.11,0
USER003062,Basic,45,48.75,2193.75,25,9,93.5,5,0,1,0,0.2385,Medium,36.75,0,Medium,11.63,0
USER003063,Premium,20,113.3,2266.0,31,0,84.5,14,2,0,1,0.414,Medium,38.45,1,Medium,46.91,0
USER003064,Premium,52,107.93,5612.36,59,3,4.7,13,4,0,1,0.4845,Medium,22.41,1,Medium,52.29,0
USER003065,Premium,20,88.17,1763.4,20,3,67.5,9,4,0,1,0.3961,Medium,28.75,1,Medium,34.92,0
USER003066,Standard,4,72.34,289.36,50,5,85.6,9,4,0,1,0.6133,High,42.98,0,High,44.37,0
USER003067,Standard,46,57.2,2631.2,31,9,119.6,1,0,9,0,0.2847,Medium,46.38,1,Medium,16.28,0
USER003068,Standard,62,56.03,3473.86,41,2,52.8,11,2,1,0,0.0568,Low,31.24,0,Low,3.18,0
USER003069,Standard,71,56.39,4003.69,57,6,54.0,10,4,8,1,0.1365,Low,36.5,0,Low,7.7,0
USER003070,Premium,65,104.77,6810.05,23,3,3.2,1,0,7,0,0.5688,High,9.46,1,High,59.59,0
USER003071,Premium,36,122.86,4422.96,55,0,3.6,16,4,7,0,0.3953,Medium,22.48,1,Medium,48.57,0
USER003072,Premium,34,102.38,3480.92,50,2,38.8,2,1,6,1,0.4304,Medium,28.44,1,Medium,44.06,0
USER003073,Standard,12,65.7,788.4,54,0,20.2,6,3,9,0,0.1849,Low,25.36,0,Low,12.15,0
USER003074,Basic,25,36.79,919.75,45,5,61.1,8,3,2,0,0.069,Low,34.13,0,Low,2.54,0
USER003075,Standard,9,52.23,470.07,14,6,96.3,17,1,0,0,0.2366,Medium,36.89,0,Medium,12.36,0
USER003076,Premium,53,126.31,6694.43,6,3,103.9,12,3,9,0,0.3743,Medium,36.97,1,Medium,47.28,0
USER003077,Basic,40,45.64,1825.6,41,3,62.0,9,1,4,1,0.2416,Medium,33.8,0,Medium,11.03,0
USER003078,Basic,43,33.48,1439.64,6,9,32.7,6,3,1,0,0.0657,Low,13.01,0,Low,2.2,0
USER003079,Standard,16,77.28,1236.48,33,4,23.3,2,1,7,0,0.191,Low,18.59,1,Low,14.76,0
USER003080,Standard,50,72.56,3628.0,19,5,54.4,9,1,7,0,0.1682,Low,25.02,1,Low,12.2,0
USER003081,Basic,32,33.33,1066.56,41,1,40.4,19,1,6,0,0.0711,Low,29.72,0,Low,2.37,0
USER003082,Premium,16,92.12,1473.92,24,9,62.6,15,3,9,0,0.3125,Medium,29.98,1,Medium,28.79,0
USER003083,Basic,70,45.54,3187.8,34,3,75.1,5,4,4,0,0.2033,Medium,34.83,0,Medium,9.26,0
USER003084,Premium,59,114.89,6778.51,21,2,62.3,14,0,0,0,0.5459,High,28.59,1,High,62.72,0
USER003085,Standard,3,77.86,233.58,26,7,70.3,3,4,4,1,0.6337,High,30.19,0,High,49.34,0
USER003086,Basic,36,39.41,1418.76,29,6,26.3,3,4,6,0,0.0313,Low,18.19,0,Low,1.23,0
USER003087,Premium,9,121.1,1089.9,27,2,76.6,1,3,5,1,0.3109,Medium,32.58,0,Medium,37.65,0
USER003088,Basic,32,41.49,1327.68,25,7,41.9,16,3,1,0,0.0133,Low,23.67,0,Low,0.55,0
USER003089,Standard,50,77.5,3875.0,34,3,60.4,8,2,9,0,0.0725,Low,31.52,1,Low,5.62,0
USER003090,Basic,51,29.83,1521.33,21,0,45.6,10,2,5,0,0.0197,Low,23.48,0,Low,0.59,0
USER003091,Basic,35,35.21,1232.35,14,8,71.1,19,1,9,0,0.0387,Low,30.43,0,Low,1.36,0
USER003092,Basic,36,35.78,1288.08,22,0,65.8,16,4,4,0,0.1631,Low,30.94,0,Low,5.84,0
USER003093,Basic,42,30.94,1299.48,57,3,92.9,14,0,3,0,0.065,Low,48.77,0,Low,2.01,0
USER003094,Basic,71,45.67,3242.57,35,2,56.1,16,3,6,0,0.2253,Medium,31.93,0,Medium,10.29,0
USER003095,Standard,17,74.75,1270.75,29,1,48.6,10,1,8,0,0.0117,Low,26.98,1,Low,0.87,0
USER003096,Standard,58,56.97,3304.26,16,2,11.3,16,4,3,0,0.0759,Low,12.49,0,Low,4.32,0
USER003097,Premium,55,93.36,5134.8,44,6,106.6,14,4,1,1,0.5503,High,48.48,1,High,51.38,0
USER003098,Premium,29,90.1,2612.9,14,3,57.6,8,0,3,1,0.3175,Medium,24.08,1,Medium,28.61,0
USER003099,Basic,15,42.88,643.2,29,7,32.9,19,1,8,0,0.1821,Low,23.47,0,Low,7.81,0
USER003100,Standard,63,65.72,4140.36,41,5,95.9,13,4,6,0,0.0699,Low,44.77,1,Low,4.59,0
USER003101,Basic,56,30.35,1699.6,14,9,16.1,15,4,4,0,0.2148,Medium,12.53,0,Medium,6.52,0
USER003102,Standard,57,49.69,2832.33,26,3,10.2,4,2,5,1,0.0781,Low,12.86,0,Low,3.88,0
USER003103,Standard,20,49.92,998.4,35,0,64.3,14,0,1,0,0.1645,Low,33.69,0,Low,8.21,0
USER003104,Standard,54,60.1,3245.4,53,9,65.0,14,4,5,1,0.0848,Low,38.8,1,Low,5.1,0
USER003105,Basic,60,42.48,2548.8,39,5,117.5,18,4,1,0,0.0516,Low,51.15,0,Low,2.19,0
USER003106,Basic,13,35.05,455.65,15,6,89.4,16,4,3,0,0.2341,Medium,35.22,0,Medium,8.21,0
USER003107,Basic,8,38.98,311.84,19,4,30.4,1,4,5,0,0.2455,Medium,16.12,0,Medium,9.57,0
USER003108,Basic,25,48.56,1214.0,26,9,9.7,11,2,9,1,0.2065,Medium,13.91,0,Medium,10.03,0
USER003109,Basic,33,42.3,1395.9,28,2,16.6,16,0,7,0,0.1473,Low,18.08,0,Low,6.23,0
USER003110,Basic,28,39.84,1115.52,41,0,14.7,3,3,4,1,0.1478,Low,18.71,0,Low,5.89,0
USER003111,Standard,46,71.3,3279.8,28,9,73.0,7,2,0,0,0.068,Low,31.8,1,Low,4.85,0
USER003112,Standard,47,70.6,3318.2,0,0,59.6,18,4,5,1,0.1292,Low,22.98,1,Low,9.12,1
USER003113,Standard,56,65.87,3688.72,43,2,40.7,6,4,4,0,0.2385,Medium,27.51,1,Medium,15.71,0
USER003114,Basic,58,45.97,2666.26,52,3,81.0,12,2,6,1,0.1338,Low,43.6,0,Low,6.15,0
USER003115,Basic,1,31.4,31.4,45,0,99.4,19,0,1,1,0.6469,High,48.22,0,High,20.31,0
USER003116,Premium,38,124.64,4736.32,51,9,69.9,9,3,8,0,0.3673,Medium,38.97,1,Medium,45.78,0
USER003117,Standard,19,57.87,1099.53,21,6,74.6,7,0,7,0,0.0859,Low,31.18,1,Low,4.97,0
USER003118,Standard,31,50.56,1567.36,14,4,50.2,17,2,7,1,0.1779,Low,23.96,0,Low,8.99,0
USER003119,Standard,21,59.76,1254.96,19,3,117.6,8,1,0,0,0.0228,Low,43.28,1,Low,1.36,0
USER003120,Standard,44,61.29,2696.76,40,7,26.2,2,1,9,0,0.1836,Low,21.46,1,Low,11.25,0
USER003121,Basic,36,46.29,1666.44,0,4,16.6,14,1,8,0,0.1196,Low,9.18,0,Low,5.54,0
USER003122,Standard,42,72.85,3059.7,9,5,56.8,2,1,1,0,0.2472,Medium,20.74,1,Medium,18.01,0
USER003123,Standard,24,61.7,1480.8,56,4,65.5,5,2,3,1,0.2862,Medium,38.35,1,Medium,17.66,0
USER003124,Basic,55,37.15,2043.25,29,3,104.9,7,2,4,0,0.2237,Medium,42.67,0,Medium,8.31,0
USER003125,Basic,42,29.17,1225.14,35,1,58.1,12,3,7,0,0.2771,Medium,31.93,0,Medium,8.08,0
USER003126,Basic,50,35.86,1793.0,46,4,71.4,16,4,9,0,0.1652,Low,39.92,0,Low,5.92,0
USER003127,Basic,18,34.92,628.56,10,8,100.7,15,1,6,0,0.0641,Low,37.01,0,Low,2.24,0
USER003128,Standard,49,65.28,3198.72,46,4,96.2,2,0,0,0,0.2849,Medium,43.66,1,Medium,18.6,0
USER003129,Basic,47,29.71,1396.37,58,7,66.4,1,4,0,0,0.244,Medium,37.82,0,Medium,7.25,0
USER003130,Standard,62,64.28,3985.36,13,7,56.7,2,0,8,0,0.1588,Low,22.41,1,Low,10.21,0
USER003131,Basic,68,30.31,2061.08,15,0,40.4,19,2,9,0,0.0538,Low,22.32,0,Low,1.63,0
USER003132,Basic,15,29.55,443.25,4,9,44.0,1,2,8,0,0.0829,Low,15.5,0,Low,2.45,0
USER003133,Standard,20,62.32,1246.4,26,6,80.5,10,2,9,0,0.1705,Low,35.25,1,Low,10.63,0
USER003134,Standard,39,64.48,2514.72,39,2,18.0,5,0,6,0,0.2279,Medium,19.5,1,Medium,14.69,0
USER003135,Standard,39,65.52,2555.28,53,0,10.0,7,0,9,0,0.0396,Low,22.2,1,Low,2.59,0
USER003136,Basic,15,48.05,720.75,9,9,110.6,18,0,6,0,0.177,Low,40.18,0,Low,8.5,0
USER003137,Standard,69,49.24,3397.56,46,6,30.4,14,3,1,0,0.2464,Medium,26.22,0,Medium,12.13,0
USER003138,Basic,38,47.16,1792.08,59,5,57.9,12,3,0,1,0.2301,Medium,37.97,0,Medium,10.85,0
USER003139,Basic,6,48.78,292.68,13,1,60.4,13,1,2,1,0.0381,Low,25.72,0,Low,1.86,0
USER003140,Basic,20,48.12,962.4,45,4,69.7,19,0,7,0,0.0225,Low,39.51,0,Low,1.08,0
USER003141,Standard,71,65.5,4650.5,28,4,38.4,9,3,4,0,0.1343,Low,22.72,1,Low,8.8,0
USER003142,Standard,56,77.65,4348.4,19,5,63.3,19,0,0,0,0.0148,Low,28.99,1,Low,1.15,0
USER003143,Basic,54,43.24,2334.96,21,0,105.0,18,0,6,1,0.2307,Medium,43.0,0,Medium,9.98,0
USER003144,Basic,66,43.09,2843.94,3,5,46.4,17,2,3,0,0.0409,Low,19.02,0,Low,1.76,0
USER003145,Standard,50,74.6,3730.0,55,3,35.7,12,0,8,0,0.1982,Low,31.11,1,Low,14.79,0
USER003146,Premium,5,98.97,494.85,21,1,113.0,13,3,5,1,0.7993,Critical,44.2,0,Critical,79.11,0
USER003147,Basic,3,33.55,100.65,40,3,90.0,16,2,4,1,0.5348,High,43.3,0,High,17.94,0
USER003148,Premium,65,87.2,5668.0,54,4,69.9,7,1,8,1,0.4254,Medium,39.97,1,Medium,37.09,0
USER003149,Standard,24,60.82,1459.68,52,6,8.1,16,0,8,0,0.2578,Medium,22.43,1,Medium,15.68,0
USER003150,Standard,38,55.48,2108.24,34,8,90.3,3,0,9,1,0.2501,Medium,38.99,0,Medium,13.88,0
USER003151,Standard,23,66.76,1535.48,49,5,95.0,6,1,1,0,0.0469,Low,45.0,1,Low,3.13,0
USER003152,Premium,45,117.12,5270.4,40,8,89.0,6,1,7,0,0.4665,Medium,40.8,1,Medium,54.64,0
USER003153,Standard,66,63.65,4200.9,1,4,50.6,16,1,8,1,0.0951,Low,20.08,1,Low,6.05,0
USER003154,Basic,21,32.75,687.75,40,6,38.2,9,1,5,0,0.2325,Medium,26.16,0,Medium,7.61,0
USER003155,Standard,34,50.47,1715.98,57,9,17.7,16,4,4,0,0.0679,Low,26.11,0,Low,3.43,0
USER003156,Standard,54,74.39,4017.06,26,8,25.7,11,3,7,0,0.1028,Low,18.61,1,Low,7.65,0
USER003157,Basic,42,37.93,1593.06,53,8,61.1,12,0,9,0,0.1636,Low,37.73,0,Low,6.21,0
USER003158,Basic,23,32.69,751.87,34,0,73.3,14,3,0,0,0.0557,Low,35.99,0,Low,1.82,0
USER003159,Premium,11,103.77,1141.47,50,9,43.1,16,0,1,0,0.3259,Medium,31.33,0,Medium,33.82,0
USER003160,Basic,45,44.6,2007.0,21,3,84.4,10,1,0,0,0.1323,Low,34.32,0,Low,5.9,0
USER003161,Premium,29,97.86,2837.94,1,7,32.8,19,2,0,1,0.5481,High,14.24,1,High,53.64,1
USER003162,Premium,20,82.99,1659.8,11,3,85.8,8,2,3,0,0.5504,High,31.64,1,High,45.68,0
USER003163,Basic,3,46.57,139.71,39,6,74.5,7,3,6,1,0.5335,High,36.45,0,High,24.85,0
USER003164,Basic,29,44.5,1290.5,46,2,17.1,13,1,2,0,0.0916,Low,22.53,0,Low,4.08,0
USER003165,Basic,32,48.59,1554.88,25,2,114.5,11,0,1,0,0.0124,Low,44.95,0,Low,0.6,0
USER003166,Standard,5,59.48,297.4,17,6,47.6,9,1,2,1,0.6556,High,21.78,0,High,39.0,0
USER003167,Basic,19,47.21,896.99,26,0,50.9,7,3,7,0,0.235,Medium,26.17,0,Medium,11.09,0
USER003168,Basic,41,45.29,1856.89,31,6,78.7,12,4,8,1,0.2586,Medium,36.51,0,Medium,11.71,0
USER003169,Standard,45,57.5,2587.5,1,7,26.1,12,0,1,0,0.1106,Low,10.93,1,Low,6.36,0
USER003170,Standard,5,52.74,263.7,19,2,53.5,13,2,9,0,0.4908,Medium,26.05,0,Medium,25.88,0
USER003171,Premium,41,112.66,4619.06,49,4,115.6,16,2,2,1,0.4938,Medium,53.38,1,Medium,55.63,0
USER003172,Standard,23,68.27,1570.21,4,3,41.1,18,0,4,0,0.0005,Low,18.23,1,Low,0.03,1
USER003173,Basic,60,39.56,2373.6,33,8,92.9,7,2,1,0,0.0782,Low,39.47,0,Low,3.09,0
USER003174,Basic,40,31.8,1272.0,24,8,7.7,1,4,4,0,0.0863,Low,10.31,0,Low,2.74,0
USER003175,Premium,3,94.43,283.29,46,4,36.7,10,1,9,1,0.751,Critical,28.31,0,Critical,70.92,0
USER003176,Standard,41,54.84,2248.44,53,2,45.4,4,0,0,0,0.0406,Low,31.12,0,Low,2.23,0
USER003177,Standard,18,69.44,1249.92,27,8,73.4,5,3,5,1,0.2792,Medium,31.82,1,Medium,19.39,0
USER003178,Premium,36,89.27,3213.72,48,7,35.7,11,0,4,1,0.4324,Medium,28.01,1,Medium,38.6,0
USER003179,Standard,22,64.38,1416.36,1,4,1.6,5,0,5,0,0.2059,Medium,2.88,1,Medium,13.26,0
USER003180,Premium,60,103.1,6186.0,28,4,46.2,13,2,9,1,0.5302,High,26.36,1,High,54.66,0
USER003181,Premium,17,93.25,1585.25,59,2,1.6,8,3,0,0,0.5118,High,20.58,1,High,47.73,0
USER003182,Premium,17,80.47,1367.99,22,6,21.1,11,1,5,0,0.4537,Medium,16.03,1,Medium,36.51,0
USER003183,Basic,51,47.08,2401.08,27,2,104.9,1,0,8,0,0.1452,Low,41.37,0,Low,6.84,0
USER003184,Premium,52,97.12,5050.24,8,3,63.0,1,4,5,1,0.5396,High,22.7,1,High,52.41,0
USER003185,Standard,40,62.74,2509.6,31,8,70.6,11,4,6,0,0.1381,Low,33.48,1,Low,8.66,0
USER003186,Premium,7,96.41,674.87,56,4,12.1,10,4,8,0,0.5621,High,23.83,0,High,54.19,0
USER003187,Standard,33,68.56,2262.48,26,1,47.7,3,4,2,0,0.1169,Low,23.81,1,Low,8.01,0
USER003188,Basic,7,32.43,227.01,58,0,20.1,11,4,0,0,0.0619,Low,26.63,0,Low,2.01,0
USER003189,Basic,32,32.59,1042.88,49,8,116.4,2,2,2,1,0.2296,Medium,50.42,0,Medium,7.48,0
USER003190,Standard,59,75.24,4439.16,30,7,28.4,2,4,4,0,0.0715,Low,18.62,1,Low,5.38,0
USER003191,Standard,63,68.97,4345.11,39,0,1.3,19,3,7,1,0.2335,Medium,17.59,1,Medium,16.1,0
USER003192,Premium,48,117.53,5641.44,42,6,92.9,7,4,6,1,0.5732,High,42.87,1,High,67.37,0
USER003193,Basic,32,36.53,1168.96,52,3,114.8,19,0,6,1,0.2853,Medium,55.14,0,Medium,10.42,0
USER003194,Basic,22,31.28,688.16,15,2,36.0,11,0,4,0,0.02,Low,18.7,0,Low,0.63,0
USER003195,Basic,55,39.04,2147.2,58,8,109.9,2,3,4,0,0.1882,Low,51.37,0,Low,7.35,0
USER003196,Standard,25,63.16,1579.0,55,7,96.1,7,1,3,0,0.087,Low,47.33,1,Low,5.49,0
USER003197,Basic,58,41.25,2392.5,52,6,40.1,6,0,7,0,0.0886,Low,29.93,0,Low,3.65,0
USER003198,Basic,30,47.43,1422.9,14,4,118.4,7,2,8,1,0.1942,Low,42.52,0,Low,9.21,0
USER003199,Basic,46,37.37,1719.02,39,1,36.8,1,1,8,0,0.0654,Low,24.64,0,Low,2.44,0
USER003200,Standard,7,56.19,393.33,8,2,60.6,15,0,5,0,0.2785,Medium,24.88,0,Medium,15.65,0
USER003201,Premium,31,84.43,2617.33,19,8,107.6,11,3,4,1,0.4379,Medium,40.78,1,Medium,36.97,0
USER003202,Standard,3,67.34,202.02,26,8,75.4,18,3,6,0,0.6761,High,34.82,0,High,45.53,0
USER003203,Standard,12,50.67,608.04,6,3,29.3,12,3,8,0,0.1381,Low,14.49,0,Low,7.0,0
USER003204,Basic,56,35.67,1997.52,59,9,25.6,17,1,5,0,0.0431,Low,29.38,0,Low,1.54,0
USER003205,Standard,6,62.38,374.28,51,8,72.3,8,1,6,0,0.0499,Low,39.39,0,Low,3.11,0
USER003206,Standard,54,57.39,3099.06,36,3,70.1,16,1,3,1,0.258,Medium,36.03,1,Medium,14.81,0
USER003207,Premium,17,122.11,2075.87,48,3,103.2,18,3,2,1,0.3566,Medium,49.86,1,Medium,43.54,0
USER003208,Standard,66,77.14,5091.24,56,5,45.8,7,2,2,0,0.0061,Low,32.64,1,Low,0.47,0
USER003209,Basic,15,41.37,620.55,29,3,21.5,13,2,9,0,0.0998,Low,19.35,0,Low,4.13,0
USER003210,Standard,55,57.49,3161.95,47,6,113.8,13,2,3,0,0.0746,Low,51.54,1,Low,4.29,0
USER003211,Premium,2,125.68,251.36,22,5,26.1,13,1,9,1,0.85,Critical,18.43,0,Critical,106.83,0
USER003212,Basic,46,45.93,2112.78,4,1,56.0,4,1,8,0,0.1318,Low,20.5,0,Low,6.05,0
USER003213,Basic,66,43.05,2841.3,29,3,47.1,17,1,4,0,0.0592,Low,27.33,0,Low,2.55,0
USER003214,Premium,26,111.78,2906.28,12,2,101.9,11,4,5,1,0.5437,High,37.67,1,High,60.77,0
USER003215,Basic,1,38.88,38.88,48,6,42.5,9,1,9,0,0.4371,Medium,30.25,0,Medium,16.99,0
USER003216,Basic,52,33.1,1721.2,27,6,114.8,17,1,9,0,0.07,Low,47.24,0,Low,2.32,0
USER003217,Basic,53,43.28,2293.84,15,0,38.2,12,1,5,1,0.0824,Low,19.86,0,Low,3.57,0
USER003218,Basic,7,32.57,227.99,19,7,71.9,9,1,7,0,0.1338,Low,30.07,0,Low,4.36,0
