user_id,subscription_plan,tenure_months,monthly_charges,total_charges,num_logins_30d,support_tickets,avg_session_min,features_used,payment_delays,referrals_made,churned,churn_probability,risk_tier
USER001445,Basic,25,30.07,751.74,46,9,112.7,14,1,3,0,0.0156,Low
USER001446,Basic,1,35.04,35.04,18,9,84.7,12,3,3,0,0.4757,Medium
USER001447,Basic,21,31.56,662.79,24,5,6.2,5,2,7,0,0.0345,Low
USER001448,Premium,71,121.09,8597.57,26,9,47.9,1,0,8,0,0.5507,High
USER001449,Standard,13,50.94,662.22,11,3,56.2,3,1,5,1,0.1056,Low
USER001450,Standard,57,55.56,3167.04,4,7,117.5,12,2,3,0,0.0589,Low
USER001451,Standard,35,69.21,2422.26,1,7,24.1,18,3,5,0,0.0566,Low
USER001452,Premium,27,90.89,2453.92,56,1,5.7,3,1,3,0,0.4583,Medium
USER001453,Standard,65,58.05,3773.43,11,2,30.3,5,2,5,0,0.2653,Medium
USER001454,Standard,28,55.14,1543.92,39,5,6.4,7,0,0,0,0.1274,Low
USER001455,Standard,19,77.3,1468.72,8,9,71.7,19,4,4,0,0.1077,Low
USER001456,Standard,13,58.52,760.77,32,1,55.0,4,0,8,0,0.0885,Low
USER001457,Standard,37,0.0,1945.28,9,7,58.3,13,2,6,1,0.2133,Medium
USER001458,Standard,27,56.4,1522.91,57,6,78.4,4,3,8,0,0.0903,Low
USER001459,Basic,57,39.21,2235.24,12,8,79.1,3,1,9,0,0.0574,Low
USER001460,Standard,65,55.59,3613.23,13,3,108.7,1,3,9,0,0.2253,Medium
USER001461,Basic,58,39.57,2294.8,35,9,1.3,2,0,7,0,0.1101,Low
USER001462,Standard,29,53.85,1561.65,34,4,114.8,5,4,6,0,0.1275,Low
USER001463,Standard,47,77.97,3664.63,52,7,35.1,11,4,9,0,0.2456,Medium
USER001464,Standard,30,49.25,1477.37,6,0,80.3,11,2,9,1,0.068,Low
USER001465,Standard,31,69.14,2143.36,36,3,46.6,18,4,1,0,0.0694,Low
USER001466,Standard,49,58.27,2855.26,4,1,116.2,2,0,3,0,0.1793,Low
USER001467,Premium,57,108.95,6210.4,12,8,81.6,14,3,4,0,0.3773,Medium
USER001468,Standard,54,65.76,3551.17,32,4,11.6,10,3,4,0,0.2164,Medium
USER001469,Standard,47,56.39,2650.23,30,7,72.4,14,3,4,0,0.2698,Medium
USER001470,Premium,34,126.07,4286.23,9,5,61.9,16,2,2,0,0.3212,Medium
USER001471,Basic,17,32.03,544.44,35,8,42.1,17,3,6,0,0.0155,Low
USER001472,Standard,35,77.81,2723.52,0,2,83.9,1,4,9,0,0.2319,Medium
USER001473,Standard,48,72.84,3496.39,41,0,52.6,19,2,9,0,0.1748,Low
USER001474,Standard,24,75.22,1805.4,17,4,6.5,17,3,0,0,0.0777,Low
USER001475,Premium,47,91.42,4296.66,55,1,57.6,11,4,1,0,0.4385,Medium
USER001476,Standard,56,63.86,3576.36,26,0,56.9,9,2,6,0,0.0164,Low
USER001477,Standard,20,57.0,1140.09,24,0,24.6,3,1,2,0,0.0217,Low
USER001478,Basic,26,35.95,934.73,0,8,4.7,12,0,7,0,0.2114,Medium
USER001479,Basic,33,36.57,1206.86,26,4,17.5,4,4,9,0,0.2012,Medium
USER001480,Standard,42,51.22,2151.34,16,6,92.2,19,0,0,0,0.0617,Low
USER001481,Standard,53,50.16,2658.29,32,1,64.8,18,1,2,0,0.0705,Low
USER001482,Standard,27,54.19,1463.26,4,6,46.5,17,1,3,0,0.0518,Low
USER001483,Basic,11,41.97,461.63,36,1,79.9,3,0,5,0,0.0642,Low
USER001484,Basic,30,39.92,1197.48,28,4,27.8,4,2,4,0,0.0648,Low
USER001485,Premium,32,89.14,2852.56,12,8,40.8,10,0,2,0,0.4397,Medium
USER001486,Premium,5,93.72,468.58,1,2,,13,2,6,0,0.85,Critical
USER001487,Standard,71,49.65,3525.17,54,5,57.4,13,4,7,0,0.0081,Low
USER001488,Standard,38,78.41,2979.68,52,4,41.3,12,0,8,0,0.0608,Low
USER001489,Basic,1,43.41,43.41,26,6,59.6,9,1,1,1,0.4622,Medium
USER001490,Standard,58,73.27,4249.58,35,1,20.7,19,1,5,0,0.026,Low
USER001491,Standard,66,68.55,4524.03,27,5,10.8,16,0,1,0,0.1137,Low
USER001492,Standard,69,74.11,5113.89,47,9,59.3,8,4,8,0,0.055,Low
USER001493,Standard,3,75.15,225.46,4,9,49.1,19,0,6,0,0.4449,Medium
USER001494,Premium,4,123.08,492.31,55,1,37.4,18,2,3,1,0.85,Critical
USER001495,Basic,15,45.58,683.67,41,4,96.8,1,1,7,0,0.0837,Low
USER001496,Basic,23,0.0,931.46,49,0,,7,3,5,0,0.2689,Medium
USER001497,Standard,67,65.53,4390.54,29,4,36.6,5,4,4,0,0.2031,Medium
USER001498,Basic,1,30.74,30.74,14,4,111.2,7,3,7,0,0.5679,High
USER001499,Premium,8,95.07,760.6,20,1,29.1,17,1,9,1,0.4958,Medium
USER001500,Premium,40,107.26,4290.22,20,5,37.8,19,1,2,1,0.4701,Medium
USER001501,Premium,16,119.87,1917.88,39,3,26.5,3,3,5,0,0.2906,Medium
USER001502,Standard,23,62.26,1431.93,52,1,2.5,7,0,9,1,0.1543,Low
USER001503,Basic,27,0.0,827.12,27,6,111.2,19,1,0,0,0.2617,Medium
USER001504,Basic,13,32.01,416.1,48,8,38.8,8,3,7,0,0.2115,Medium
USER001505,Standard,33,53.52,1766.24,59,5,54.7,10,0,0,0,0.0174,Low
USER001506,Basic,71,41.9,2974.76,59,2,,8,3,4,0,0.0909,Low
USER001507,Basic,12,38.09,457.12,58,3,72.1,18,2,2,0,0.114,Low
USER001508,Standard,29,64.62,1873.88,56,1,85.1,18,0,0,0,0.2133,Medium
USER001509,Premium,4,116.37,465.49,4,5,77.0,19,1,6,1,0.8231,Critical
USER001510,Standard,53,62.92,3334.78,3,0,54.7,7,2,2,0,0.0354,Low
USER001511,Basic,59,36.74,2167.7,24,4,72.1,13,0,9,1,0.2369,Medium
USER001512,Standard,20,66.04,1320.8,31,6,90.5,1,0,5,0,0.0153,Low
USER001513,Standard,40,50.75,2029.92,45,8,102.4,5,2,1,1,0.2812,Medium
USER001514,Basic,43,40.76,1752.55,39,7,32.2,1,1,4,0,0.1043,Low
USER001515,Standard,2,62.39,124.77,32,4,85.3,11,0,2,0,0.6686,High
USER001516,Basic,8,30.47,243.73,26,1,47.0,9,0,1,0,0.0607,Low
USER001517,Premium,25,119.3,2982.43,24,2,68.6,5,4,0,1,0.5679,High
USER001518,Premium,50,100.27,5013.33,7,7,109.8,3,0,0,1,0.5387,High
USER001519,Basic,7,45.61,319.25,22,2,86.4,5,4,6,0,0.0417,Low
USER001520,Standard,65,56.46,3669.68,24,0,60.0,12,1,4,0,0.1258,Low
USER001521,Standard,35,51.02,1785.87,55,6,70.8,12,4,3,0,0.0967,Low
USER001522,Standard,67,62.61,4194.79,8,5,45.3,3,0,5,0,0.0137,Low
USER001523,Basic,30,29.0,870.15,30,8,94.3,15,3,8,0,0.1246,Low
USER001524,Standard,36,64.51,2322.29,14,5,18.5,15,4,4,0,0.2069,Medium
USER001525,Premium,48,83.96,4029.9,44,6,88.3,5,2,4,0,0.4555,Medium
USER001526,Premium,51,90.71,4626.15,2,7,13.9,13,3,6,1,0.4968,Medium
USER001527,Basic,18,35.67,642.01,46,8,103.5,10,0,0,0,0.1767,Low
USER001528,Basic,10,42.27,422.7,55,4,20.8,7,4,3,0,0.1661,Low
USER001529,Premium,12,84.97,1019.65,8,8,89.9,13,4,6,0,0.4156,Medium
USER001530,Standard,41,50.19,2057.67,38,8,61.1,1,2,0,0,0.0803,Low
USER001531,Premium,7,121.81,852.68,33,9,96.8,19,3,9,1,0.5331,High
USER001532,Standard,17,55.25,939.22,7,5,45.6,3,3,9,0,0.0909,Low
USER001533,Premium,36,126.88,4567.86,52,9,16.1,16,3,3,1,0.4794,Medium
USER001534,Standard,40,62.7,2508.16,28,6,30.8,15,0,3,0,0.0519,Low
USER001535,Standard,36,60.34,2172.12,33,6,52.8,15,4,9,0,0.0861,Low
USER001536,Premium,14,103.15,1444.05,19,0,0.1,5,1,2,0,0.3337,Medium
USER001537,Basic,12,44.18,530.18,56,3,79.4,18,4,6,0,0.15,Low
USER001538,Basic,30,37.65,1129.61,29,1,5.0,11,4,8,0,0.1248,Low
USER001539,Standard,47,62.1,2918.63,10,2,92.2,2,0,3,1,0.1421,Low
USER001540,Basic,62,35.32,2189.73,7,5,91.1,16,0,7,0,0.0871,Low
USER001541,Standard,14,70.8,991.25,33,4,56.6,5,4,0,0,0.2841,Medium
USER001542,Standard,50,70.89,3544.36,58,4,14.8,14,1,7,0,0.0352,Low
USER001543,Premium,18,82.08,1477.36,42,5,7.8,9,4,8,1,0.3003,Medium
USER001544,Basic,68,36.69,2495.17,5,5,68.0,18,3,7,1,0.1685,Low
USER001545,Standard,34,75.82,2577.85,39,3,6.2,2,0,8,0,0.0363,Low
USER001546,Premium,47,103.48,4863.45,44,8,58.3,16,3,1,0,0.3914,Medium
USER001547,Standard,20,58.9,1177.98,18,4,30.4,7,2,7,0,0.0521,Low
USER001548,Basic,7,39.45,276.14,57,3,79.9,9,2,0,0,0.2847,Medium
USER001549,Standard,13,59.76,776.84,52,4,2.4,4,4,3,0,0.142,Low
USER001550,Basic,58,38.87,2254.65,6,7,58.4,14,1,0,1,0.2807,Medium
USER001551,Standard,3,65.58,196.75,39,4,83.7,8,4,0,1,0.6331,High
USER001552,Basic,7,45.29,317.0,26,6,3.6,1,1,6,0,0.1641,Low
USER001553,Standard,35,54.03,1890.96,27,3,106.0,5,2,7,0,0.2293,Medium
USER001554,Basic,51,35.43,1806.86,32,8,78.8,1,3,9,0,0.1289,Low
USER001555,Standard,57,55.58,3167.84,51,9,62.9,2,0,3,1,0.2215,Medium
USER001556,Standard,8,67.6,540.77,25,0,42.6,3,2,1,0,0.1389,Low
USER001557,Standard,19,55.02,1045.33,21,2,2.6,15,4,7,0,0.0537,Low
USER001558,Standard,66,72.03,4754.08,56,9,18.6,19,0,4,0,0.1455,Low
USER001559,Basic,60,48.72,2922.93,8,9,112.4,10,1,5,0,0.1317,Low
USER001560,Basic,15,44.58,668.63,41,5,47.8,5,2,3,0,0.0094,Low
USER001561,Basic,7,36.44,255.05,54,1,24.9,19,1,9,0,0.0931,Low
USER001562,Premium,4,90.77,363.08,16,5,78.4,1,2,3,1,0.85,Critical
USER001563,Premium,70,101.78,7124.42,38,5,,7,2,1,1,0.4465,Medium
USER001564,Basic,69,45.78,3158.82,22,8,4.2,1,0,7,0,0.1712,Low
USER001565,Standard,38,55.38,2104.61,21,9,15.3,14,3,8,0,0.2407,Medium
USER001566,Premium,33,111.23,3670.44,53,5,7.8,12,4,0,0,0.4195,Medium
USER001567,Basic,16,36.21,579.3,34,1,31.2,2,1,2,0,0.1357,Low
USER001568,Basic,7,41.78,292.48,32,6,14.4,9,3,8,0,0.0875,Low
USER001569,Basic,12,31.27,375.28,37,9,59.0,11,2,1,1,0.2195,Medium
USER001570,Premium,17,109.66,1864.21,22,2,98.0,7,1,3,0,0.5034,High
USER001571,Basic,12,29.76,357.07,41,3,7.3,2,2,6,0,0.029,Low
USER001572,Basic,17,36.53,621.07,42,3,68.3,17,4,6,1,0.1713,Low
USER001573,Standard,66,56.36,3720.03,45,0,21.3,19,0,7,0,0.0415,Low
USER001574,Standard,6,67.87,407.22,47,3,97.3,1,2,9,1,0.109,Low
USER001575,Basic,69,34.27,2364.55,50,8,93.2,14,4,2,0,0.1248,Low
USER001576,Basic,34,46.17,1569.83,3,2,24.9,4,0,6,0,0.1819,Low
USER001577,Basic,25,32.13,803.27,33,7,114.4,18,2,5,0,0.0816,Low
USER001578,Basic,5,41.91,209.55,8,6,64.9,12,1,2,1,0.4591,Medium
USER001579,Basic,42,47.73,2004.52,0,1,70.3,8,0,0,0,0.0329,Low
USER001580,Standard,6,77.19,463.14,26,1,56.8,17,0,2,1,0.1901,Low
USER001581,Basic,51,48.41,2468.95,38,3,52.4,13,4,6,1,0.1163,Low
USER001582,Basic,47,29.23,1373.74,42,9,19.2,1,4,3,0,0.2435,Medium
USER001583,Standard,18,58.73,1057.15,22,2,77.9,12,2,5,0,0.0904,Low
USER001584,Standard,70,64.81,4536.74,33,8,111.6,2,1,2,0,0.0707,Low
USER001585,Basic,33,33.74,1113.27,48,9,59.8,8,3,2,0,0.0934,Low
USER001586,Premium,33,103.19,3405.43,12,7,9.4,11,2,8,0,0.546,High
USER001587,Standard,48,53.68,2576.56,26,8,69.6,18,4,8,0,0.1403,Low
USER001588,Standard,19,65.42,1242.93,58,8,56.7,5,4,6,0,0.0908,Low
USER001589,Basic,21,40.2,844.14,6,1,82.9,15,3,5,0,0.0081,Low
USER001590,Standard,21,67.64,1420.52,7,0,23.3,3,4,9,1,0.258,Medium
USER001591,Standard,12,54.62,655.42,51,7,111.3,13,4,8,0,0.1992,Low
USER001592,Standard,8,51.61,412.91,11,0,61.5,17,3,6,0,0.1202,Low
USER001593,Standard,63,77.48,4880.99,39,6,67.3,16,4,6,0,0.2658,Medium
USER001594,Basic,19,41.13,781.5,20,8,8.8,9,0,7,1,0.2056,Medium
USER001595,Basic,59,34.68,2046.02,39,2,55.3,10,0,3,0,0.1534,Low
USER001596,Standard,46,63.61,2926.02,10,3,,19,4,1,0,0.2237,Medium
USER001597,Standard,61,71.03,4332.7,9,5,38.5,15,1,7,0,0.0008,Low
USER001598,Standard,7,61.13,427.88,56,4,49.5,2,4,4,0,0.0972,Low
USER001599,Basic,66,32.5,2145.16,39,8,71.8,9,4,1,0,0.176,Low
USER001600,Premium,55,99.27,5459.63,53,3,112.5,17,2,6,1,0.4887,Medium
USER001601,Standard,30,56.48,1694.48,24,7,70.0,3,0,2,0,0.0465,Low
USER001602,Standard,64,71.99,4607.42,30,4,110.8,11,0,3,1,0.1565,Low
USER001603,Standard,32,64.01,2048.26,41,9,80.2,9,2,7,0,0.0705,Low
USER001604,Basic,40,29.82,1192.84,11,3,3.8,14,1,6,0,0.1767,Low
USER001605,Standard,26,64.21,1669.57,9,3,66.1,19,1,3,0,0.1016,Low
USER001606,Basic,34,37.49,1274.58,5,5,47.9,17,4,1,0,0.0419,Low
USER001607,Standard,18,54.82,986.8,10,8,80.6,17,1,0,0,0.2862,Medium
USER001608,Standard,30,53.16,1594.85,51,0,113.8,19,4,5,0,0.2107,Medium
USER001609,Standard,54,71.95,3885.39,30,7,70.2,8,1,9,0,0.1672,Low
USER001610,Standard,71,66.84,4745.54,17,9,94.4,2,3,3,0,0.182,Low
USER001611,Basic,69,34.63,2389.44,22,7,72.4,3,4,8,0,0.0197,Low
USER001612,Premium,48,115.29,5533.85,16,8,46.3,16,3,3,1,0.5409,High
USER001613,Standard,40,71.01,2840.29,30,0,83.7,13,4,2,0,0.169,Low
USER001614,Basic,36,38.06,1370.27,34,3,75.6,12,4,3,0,0.0004,Low
USER001615,Standard,50,60.62,3031.17,44,6,76.7,1,2,0,0,0.1457,Low
USER001616,Standard,15,71.17,1067.62,32,8,2.1,18,4,1,0,0.2606,Medium
USER001617,Standard,35,51.1,1788.59,18,2,56.2,16,3,7,0,0.199,Low
USER001618,Basic,29,38.96,1129.75,6,2,111.0,11,2,6,0,0.0321,Low
USER001619,Basic,8,30.29,242.3,15,2,,7,0,6,0,0.1411,Low
USER001620,Basic,71,45.54,3233.01,44,1,103.4,4,3,6,0,0.1713,Low
USER001621,Standard,9,62.82,565.38,28,1,1.0,11,0,4,1,0.1663,Low
USER001622,Basic,61,44.62,2721.53,11,1,67.6,16,0,3,0,0.1492,Low
USER001623,Standard,65,74.77,4860.03,17,7,53.8,10,3,8,0,0.1895,Low
USER001624,Basic,51,41.58,2120.55,1,8,96.6,7,1,4,0,0.2512,Medium
USER001625,Premium,16,116.8,1868.74,41,6,25.8,14,4,4,1,0.515,High
USER001626,Basic,5,30.87,154.35,56,0,23.9,8,1,9,1,0.6701,High
USER001627,Basic,62,44.29,2745.68,44,0,79.5,7,2,8,1,0.0917,Low
USER001628,Basic,34,31.63,1075.34,44,7,55.2,2,2,7,0,0.1028,Low
USER001629,Premium,14,90.9,1272.63,56,4,100.9,12,3,5,0,0.4416,Medium
USER001630,Basic,6,45.78,274.66,50,4,79.4,18,2,8,0,0.0525,Low
USER001631,Standard,61,68.79,4196.0,29,7,92.4,19,2,1,1,0.1723,Low
USER001632,Standard,17,76.57,1301.73,40,1,90.2,5,1,5,0,0.2558,Medium
USER001633,Standard,49,66.89,3277.42,49,0,1.3,13,2,0,0,0.1886,Low
USER001634,Premium,31,90.71,2812.02,26,5,10.1,12,0,2,1,0.4153,Medium
USER001635,Premium,24,126.0,3024.01,42,4,11.7,17,1,8,1,0.5322,High
USER001636,Standard,37,54.99,2034.71,36,7,85.7,15,3,4,0,0.0571,Low
USER001637,Standard,55,56.67,3117.08,24,2,13.0,4,2,1,0,0.1974,Low
USER001638,Basic,13,31.04,403.49,21,4,19.3,10,4,6,0,0.2283,Medium
USER001639,Standard,66,60.64,4002.56,31,2,84.3,12,1,1,0,0.143,Low
USER001640,Standard,13,51.03,663.42,20,9,32.6,9,2,5,1,0.1433,Low
USER001641,Premium,21,96.46,2025.71,15,4,108.9,3,2,1,1,0.4124,Medium
USER001642,Basic,30,48.23,1446.92,9,0,9.2,14,3,2,0,0.0264,Low
USER001643,Basic,45,41.5,1867.69,41,4,3.6,7,3,0,0,0.0267,Low
USER001644,Premium,31,98.65,3058.02,23,5,26.7,14,2,5,0,0.3397,Medium
USER001645,Standard,44,60.22,2649.49,58,7,107.9,14,4,1,0,0.2061,Medium
USER001646,Standard,17,69.96,1189.25,16,7,91.7,2,0,1,0,0.1144,Low
USER001647,Standard,47,65.38,3072.65,49,6,111.7,19,3,7,1,0.2721,Medium
USER001648,Basic,33,46.34,1529.14,59,8,90.4,2,0,2,0,0.2212,Medium
USER001649,Basic,54,48.77,2633.57,5,2,93.6,3,3,9,0,0.2671,Medium
USER001650,Basic,14,41.99,587.81,21,4,88.1,4,0,7,0,0.1493,Low
USER001651,Basic,53,32.59,1727.3,45,1,74.0,18,4,9,0,0.0563,Low
USER001652,Premium,63,95.21,5998.3,34,8,102.7,7,2,5,0,0.3421,Medium
USER001653,Standard,42,62.02,2604.94,2,5,65.2,15,2,2,0,0.209,Medium
USER001654,Standard,14,77.44,1084.13,33,7,,19,2,8,0,0.0666,Low
USER001655,Basic,25,41.73,1043.29,59,7,72.4,12,3,8,1,0.1097,Low
USER001656,Basic,52,43.55,2264.38,59,6,2.4,1,1,9,0,0.1583,Low
USER001657,Standard,64,49.66,3178.22,59,4,104.9,19,0,3,0,0.1947,Low
USER001658,Basic,34,37.97,1290.92,10,5,21.5,12,3,3,0,0.2688,Medium
USER001659,Standard,42,75.41,3167.02,37,2,101.8,8,0,6,0,0.0262,Low
USER001660,Standard,57,54.99,3134.34,9,1,58.5,16,4,4,0,0.2193,Medium
USER001661,Basic,39,43.85,1710.33,38,1,104.4,8,4,4,0,0.1446,Low
USER001662,Standard,45,53.84,2422.94,45,6,119.8,11,0,8,0,0.2744,Medium
USER001663,Standard,15,76.06,1140.88,15,7,11.8,16,3,3,0,0.099,Low
USER001664,Standard,63,63.33,3989.85,46,9,19.6,10,0,5,0,0.0143,Low
USER001665,Basic,45,41.15,1851.69,30,5,6.2,8,1,2,0,0.2429,Medium
USER001666,Standard,13,57.53,747.93,57,1,11.6,17,0,2,0,0.2231,Medium
USER001667,Basic,29,36.18,1049.33,16,2,36.7,1,0,8,0,0.2057,Medium
USER001668,Standard,39,71.67,2795.23,34,4,3.8,13,0,4,0,0.0092,Low
USER001669,Standard,34,62.92,2139.25,4,0,89.0,6,0,4,0,0.1647,Low
USER001670,Basic,55,46.73,2570.4,3,2,54.9,9,3,7,0,0.0019,Low
USER001671,Basic,34,30.55,1038.83,17,1,85.5,17,0,6,0,0.1173,Low
USER001672,Standard,66,75.03,4951.77,23,3,114.6,10,0,7,0,0.055,Low
USER001673,Basic,49,30.98,1517.94,6,8,73.7,5,0,4,1,0.2508,Medium
USER001674,Basic,39,39.55,1542.39,6,5,16.8,6,2,5,0,0.1212,Low
USER001675,Premium,22,92.47,2034.23,9,7,99.5,18,1,1,0,0.5344,High
USER001676,Basic,20,43.7,873.96,44,0,84.9,1,2,1,0,0.0113,Low
USER001677,Premium,63,94.85,5975.61,37,7,78.9,2,2,3,0,0.3818,Medium
USER001678,Standard,4,49.97,199.87,38,0,46.3,10,3,8,0,0.4359,Medium
USER001679,Basic,53,30.78,1631.58,22,9,13.2,4,4,0,0,0.1612,Low
USER001680,Basic,18,29.88,537.79,20,3,76.8,14,3,2,0,0.2437,Medium
USER001681,Premium,19,0.0,2330.26,53,3,91.8,12,4,9,0,0.4696,Medium
USER001682,Standard,31,51.78,1605.18,33,6,49.4,19,3,1,0,0.0888,Low
USER001683,Basic,18,44.6,802.88,55,9,75.9,14,3,5,1,0.2669,Medium
USER001684,Basic,50,46.48,2323.78,38,8,20.3,19,1,5,0,0.2661,Medium
USER001685,Basic,39,41.68,1625.62,51,6,10.9,12,4,5,0,0.1021,Low
USER001686,Premium,6,88.98,533.89,4,8,95.1,3,0,6,1,0.523,High
USER001687,Standard,30,62.09,1862.8,36,4,111.9,10,4,9,0,0.1111,Low
USER001688,Basic,12,41.61,499.29,2,8,37.8,11,1,1,0,0.0149,Low
USER001689,Basic,68,29.78,2024.9,29,2,105.9,13,3,1,1,0.1559,Low
USER001690,Basic,12,31.51,378.18,19,2,21.6,2,1,2,1,0.0731,Low
USER001691,Standard,47,54.85,2578.15,9,9,62.0,14,4,6,0,0.2685,Medium
USER001692,Basic,43,31.59,1358.44,49,1,33.6,5,3,9,0,0.0638,Low
USER001693,Basic,25,48.68,1216.97,35,7,67.6,18,2,0,0,0.1664,Low
USER001694,Standard,56,67.56,3783.2,4,3,116.8,9,1,9,0,0.0813,Low
USER001695,Standard,27,75.35,2034.51,59,4,12.6,16,3,1,0,0.2203,Medium
USER001696,Standard,56,51.65,2892.63,24,3,61.7,10,1,5,1,0.2083,Medium
USER001697,Basic,59,36.12,2131.04,0,6,41.4,16,4,1,1,0.2653,Medium
USER001698,Basic,62,47.0,2913.75,29,8,56.2,13,2,7,1,0.2388,Medium
USER001699,Standard,50,60.11,3005.31,43,1,14.2,18,2,1,0,0.215,Medium
USER001700,Basic,42,47.36,1989.3,3,7,103.7,10,4,9,0,0.0153,Low
USER001701,Basic,22,30.37,668.09,50,1,93.6,5,4,8,1,0.2495,Medium
USER001702,Standard,43,50.09,2153.89,29,1,48.9,14,2,8,0,0.1425,Low
USER001703,Standard,68,60.3,4100.6,22,9,37.3,7,3,7,0,0.2293,Medium
USER001704,Basic,63,46.3,2916.59,33,3,9.3,11,3,7,0,0.0765,Low
USER001705,Basic,55,37.43,2058.38,13,8,36.3,6,1,9,0,0.1383,Low
USER001706,Standard,42,78.19,3283.81,9,7,31.1,7,2,9,0,0.1594,Low
USER001707,Standard,21,57.34,1204.16,55,7,85.7,13,4,4,1,0.1163,Low
USER001708,Standard,23,59.58,1370.25,10,0,81.7,7,2,7,0,0.0848,Low
USER001709,Basic,50,34.98,1749.04,25,4,20.3,7,4,5,0,0.23,Medium
USER001710,Standard,45,58.78,2645.3,53,5,45.1,3,4,1,0,0.2477,Medium
USER001711,Standard,4,58.85,235.39,54,9,45.3,6,1,8,1,0.4417,Medium
USER001712,Basic,28,45.92,1285.72,15,0,37.7,14,2,2,0,0.2167,Medium
USER001713,Standard,7,65.1,455.68,10,6,48.9,18,1,8,0,0.163,Low
USER001714,Premium,28,120.87,3384.39,20,6,85.0,17,3,5,1,0.3657,Medium
USER001715,Premium,18,107.02,1926.27,35,6,52.3,8,1,0,1,0.4644,Medium
USER001716,Basic,14,29.63,414.81,3,1,27.2,19,3,1,0,0.2385,Medium
USER001717,Standard,69,52.29,3608.09,39,9,59.0,6,0,7,0,0.2606,Medium
USER001718,Premium,21,81.88,1719.52,40,9,5.8,13,1,2,1,0.5579,High
USER001719,Basic,9,30.55,274.94,49,7,46.0,10,4,5,0,0.118,Low
USER001720,Premium,14,84.47,1182.63,41,9,41.7,7,2,8,1,0.5318,High
USER001721,Premium,47,123.29,5794.53,43,2,,6,0,8,1,0.393,Medium
USER001722,Basic,28,41.48,1161.57,24,8,93.4,9,0,3,0,0.0603,Low
USER001723,Standard,22,66.2,1456.34,29,7,21.8,1,3,6,1,0.2295,Medium
USER001724,Standard,25,57.36,1434.11,24,3,81.6,16,3,4,0,0.0826,Low
USER001725,Basic,58,31.99,1855.61,44,0,97.6,8,0,9,0,0.1999,Low
USER001726,Premium,27,109.83,2965.33,16,1,26.5,7,0,3,0,0.446,Medium
USER001727,Basic,51,32.28,1646.23,28,4,36.8,5,2,3,0,0.1101,Low
USER001728,Basic,40,35.43,1417.4,44,6,23.7,15,2,5,0,0.1727,Low
USER001729,Premium,45,125.16,5632.35,45,5,62.3,14,3,5,1,0.4423,Medium
USER001730,Basic,51,44.9,2289.77,19,8,94.1,4,2,7,0,0.1638,Low
USER001731,Basic,6,41.82,250.92,34,7,54.0,8,1,2,0,0.2319,Medium
USER001732,Premium,68,90.87,6179.04,41,6,46.3,1,1,9,0,0.5152,High
USER001733,Premium,9,98.67,887.99,37,9,82.9,5,4,4,1,0.472,Medium
USER001734,Basic,6,44.68,268.09,27,1,23.3,13,2,0,0,0.1363,Low
USER001735,Basic,55,45.05,2477.86,47,2,109.6,12,0,0,0,0.056,Low
USER001736,Basic,25,37.82,945.43,14,2,87.3,6,2,4,0,0.0783,Low
USER001737,Standard,8,60.22,481.73,15,2,95.1,6,2,8,0,0.0547,Low
USER001738,Standard,36,51.85,1866.44,34,8,48.8,13,3,4,0,0.1181,Low
USER001739,Standard,40,73.27,2930.93,32,5,12.8,5,2,9,0,0.1062,Low
USER001740,Premium,38,115.1,4373.74,59,1,91.7,15,4,1,0,0.5468,High
USER001741,Basic,42,30.34,1274.11,27,0,17.9,17,0,2,0,0.2288,Medium
USER001742,Premium,24,88.74,2129.74,17,7,94.7,9,1,9,1,0.4851,Medium
USER001743,Basic,67,44.3,2968.38,6,0,15.7,12,0,0,0,0.0101,Low
USER001744,Basic,32,34.92,1117.56,17,2,117.3,11,0,6,0,0.0092,Low
USER001745,Basic,55,45.38,2495.73,59,2,104.7,14,1,2,1,0.0519,Low
USER001746,Basic,12,33.39,400.72,15,3,43.0,13,2,5,0,0.0977,Low
USER001747,Basic,65,43.35,2817.44,50,9,86.0,14,2,9,0,0.1057,Low
USER001748,Standard,14,73.38,1027.3,49,6,47.4,7,2,7,1,0.1225,Low
USER001749,Basic,63,48.18,3035.58,27,5,91.9,8,1,9,0,0.2326,Medium
USER001750,Basic,61,39.85,2430.64,26,5,16.0,10,3,7,0,0.0085,Low
USER001751,Standard,57,71.69,4086.28,49,3,34.1,7,3,7,0,0.1251,Low
USER001752,Standard,12,60.96,731.57,45,2,9.8,16,1,4,0,0.1388,Low
USER001753,Standard,60,54.91,3294.63,56,0,46.7,10,2,4,0,0.1679,Low
USER001754,Basic,57,36.34,2071.48,50,6,104.9,18,1,7,0,0.0077,Low
USER001755,Standard,68,63.37,4309.42,3,6,101.0,6,1,0,0,0.0218,Low
USER001756,Basic,18,32.72,588.88,3,9,113.3,11,0,4,0,0.193,Low
USER001757,Standard,40,74.48,2979.24,21,3,28.1,4,0,4,1,0.1246,Low
USER001758,Basic,12,45.51,546.12,11,9,22.9,4,2,5,0,0.0614,Low
USER001759,Standard,43,76.12,3273.24,11,3,72.8,10,2,8,1,0.2293,Medium
USER001760,Standard,39,69.13,2695.95,42,9,48.9,11,4,0,0,0.0227,Low
USER001761,Standard,29,73.45,2130.15,20,5,5.6,15,3,6,0,0.2581,Medium
